,price_sim_1,volume_sim_1,price_sim_2,volume_sim_2,price_sim_3,volume_sim_3,price_sim_4,volume_sim_4,price_sim_5,volume_sim_5,price_real_1,volume_real,vol_realized_sim_1,vol_realized_sim_2,vol_realized_sim_3,vol_realized_sim_4,vol_realized_sim_5,vol_realized_real
2025-11-11 19:47:19.229527,41100.43146057373,322.656615285327,40818.35026233694,69.6575658198341,40841.00231965113,8.804369241639078,40954.00097883297,10.16053593852592,40860.62303827766,15.242060150970087,40933.63,9.65591,0.00039929353897748265,0.0005236601334209552,0.00017872644595814117,0.0006877951278044673,0.0002700266715941288,0.0005494438910909167
2025-11-11 19:48:19.229527,41117.37831760416,29.06499271512061,40849.237618451625,3.378229439527225,40835.61968066234,74.01970041460325,40938.231611713294,218.63920293005773,40887.326673239215,57.21488587506234,40945.31,11.50889,0.00038208534998096093,0.0005650483065109084,0.0001705422460494805,0.0006747859008188012,0.0003292043558896254,0.0005260723565009443
2025-11-11 19:49:19.229527,41171.19323858658,58.562033753962325,40935.287220694016,8.171186141300216,40830.50617358401,13.778169368711964,40919.18488575789,21.83,40873.33993808123,10.728515207263818,40916.0,6.5777,0.0004264995557574399,0.0008106764046999822,0.00016333259741992042,0.000665850892272707,0.00032943232242945857,0.0005557080962616459
2025-11-11 19:50:19.229527,41198.535299720344,13.890892762638135,40909.722546027,33.91910267127719,40866.52423792947,2.7101395792335525,40925.382890554305,22.833798528471615,40862.95787232078,90.30947173714797,40931.12,10.35694,0.0004103662494775617,0.0008025754151235706,0.00030774355737696877,0.0006401053691124764,0.0003223722743888864,0.000540133042945831
2025-11-11 19:51:19.229527,41290.645799309204,3.455723790593564,40913.301075801806,29.357316316488447,40874.60748477511,90.89747184683348,40877.09349378021,53.2986712341818,40862.794425943,84.88484545741358,40914.01,9.20516,0.0005797452412323358,0.0007734548575206002,0.00030256308683042766,0.000696497413830206,0.0003107998890282767,0.0005364449321239985
2025-11-11 19:52:19.229527,41237.92979993082,2.3876851388589566,40952.36732958663,14.551649529425102,40855.29058329097,16.946016997762246,40836.917599621076,2.417958883393233,40859.46257120629,206.61698274513063,40936.93,25.15826,0.0007471162527856246,0.0007806175832036235,0.00031347959872525197,0.000714979316601212,0.000300446090070297,0.0005336327119240029
2025-11-11 19:53:19.229527,41234.35472267883,21.83,40916.59336628793,15.919457506569628,40869.58767664379,29.90704600813443,40921.00704580405,62.858929032139805,40848.88819565555,2.1786640692997796,40931.1,8.48239,0.0007407848141685716,0.0007924165635451619,0.00031850671049684926,0.0008640397299129967,0.0002955979647312245,0.0005195907284956657
2025-11-11 19:54:19.229527,41303.304944112395,55.6589083357757,40970.686764902,59.31470702308794,40860.87077361651,107.15237970576617,40893.62658189756,45.30392790790787,40830.42162325177,10.291671430142104,40938.23,8.14087,0.0007670443242334616,0.0008250757629008412,0.0003121911682700528,0.0008553729100017237,0.00030156723532920467,0.0005046726712562878
2025-11-11 19:55:19.229527,41375.21631431125,517.4099558628342,40944.60556203856,23.100669335242834,40844.92722036273,47.38430695614701,40926.0746970067,34.53454049205075,40794.63823459858,16.50102669943202,40946.19,7.36577,0.0007899359122624513,0.0008204874675104563,0.00031411187317629803,0.0008503126696507888,0.00034537770325246766,0.000491201549370141
2025-11-11 19:56:19.229527,41310.277933110796,355.775722813183,40918.64075415792,17.501476271562474,40853.59489762264,3.623950502725345,40930.20606107829,28.500975800345596,40798.75474650291,2.761229391843204,40966.96,4.69027,0.0009163356700045287,0.0008144025023351488,0.0003114949548949743,0.0008276960393308503,0.0003398735019585513,0.00048740299441982514
2025-11-11 19:57:19.229527,41241.88379170787,2.6812435939449957,40958.13980889246,16.71479616661828,40827.88460809457,52.68201673865706,40952.5243512275,2.352148880349948,40801.61584908129,11.429177895851742,40920.34,14.68979,0.0010138306493376944,0.0008188164014355497,0.00032960707372045513,0.0008136997855094332,0.0003336243976744778,0.0005469494788544858
2025-11-11 19:58:19.229527,41181.343054926605,21.83,40930.141670962665,3.5295830353969806,40837.26340096489,11.887024053101195,40923.522122560506,21.83,40782.20751322419,678.65703,40920.97,20.02664,0.001086926461662957,0.0007926818897375072,0.0003354774215878228,0.0008249400168041321,0.00034039704220852567,0.0005251877566887415
2025-11-11 19:59:19.229527,41173.590344581964,17.64069857658949,40926.31329356328,20.85569284632874,40816.55975569632,3.87772303731981,40963.72299348886,33.80904576407356,40779.7598581134,3.155636054152148,40920.94,8.26378,0.0010929171675561438,0.0007885492086864007,0.00034392566763370605,0.0008483857536403085,0.00031193870308055644,0.0005133540299160693
2025-11-11 20:00:19.229527,41191.20419869331,450.5762228887013,40966.2256623931,47.43750345589409,40804.07861814381,12.13921608178605,40976.367330049856,70.90829091095472,40764.18667311094,14.204269843029534,40950.0,13.54935,0.0010887942990370847,0.0008083514614883376,0.00034637149068361716,0.0008209612851844518,0.00031501484575787716,0.0005289918880125567
2025-11-11 20:01:19.229527,41165.49089699771,251.22889932554702,41007.39009010772,12.084073267014306,40802.527577448775,11.004545343848688,40971.32756441309,297.810107241379,40734.97247992681,3.468292032349182,40950.0,25.14981,0.001094688656767141,0.0008280337897505634,0.00033808808922757694,0.0008158248102803897,0.0003327102188787986,0.0005268891245553592
2025-11-11 20:02:19.229527,41128.28318999931,45.182352409049074,40977.17913454763,3.6634155902181202,40809.67417525323,90.22798470505144,41059.87434473518,83.67712394736576,40768.17093853627,35.66085534339211,40927.02,13.83056,0.001114317362542044,0.0008522955990026804,0.0003400429144722197,0.0009072413598642322,0.00039524547306450886,0.0005156615477843237
2025-11-11 20:03:19.229527,41127.11424229718,65.69682918233744,41013.66127596789,297.5583573057552,40803.3366083659,89.17814863741337,41042.20994363333,11.990769976334304,40779.99556860241,135.47456523793602,40937.99,14.29356,0.0011150855967408339,0.000864036358185072,0.00034040153829618724,0.0009210940720960143,0.0003983194163886383,0.00048090760524106217
2025-11-11 20:04:19.229527,41160.635347946605,308.04882734506117,41048.28986365101,74.27096794428533,40825.226885151016,10.659758327633753,40901.777762261074,21.83,40770.36100475219,2.0390417400738925,40942.0,14.87482,0.0011130747327049947,0.0008762740265808789,0.000363744068207765,0.0012112009278291095,0.0003990492585266989,0.00048084443296062294
2025-11-11 20:05:19.229527,41124.16895926458,48.24306934290001,41119.270916010006,15.950202912041922,40844.33565984995,43.296772196041786,41071.1028027865,18.508931006553368,40762.38700645786,16.784102411517964,40934.27,10.23071,0.0011345968892631482,0.0008951256721421598,0.0003785751808618642,0.0015016026820535609,0.00039414013939410934,0.0004841795285740322
2025-11-11 20:06:19.229527,41067.00723930912,2.3511936073623256,41097.27134047327,389.2883005676132,40841.38607774549,60.11395156051378,40868.40563724511,21.64057703726278,40763.11713695089,357.7465025594893,40916.03,19.05353,0.001174399998403745,0.0008986780249149646,0.0003787929920220763,0.001867195921330548,0.000394142840119892,0.0004728527721915073
2025-11-11 20:07:19.229527,41061.35611650356,39.74881094699436,41051.77651531316,12.775957608330526,40823.502030090785,10.001746932747896,40478.85973065005,55.25219210140542,40719.286502632625,136.86353991882044,40920.15,8.01974,0.001160203687813902,0.0009463611451563277,0.00038657713184048827,0.0027658416622405495,0.00044494342428349516,0.0004472668105994321
2025-11-11 20:08:19.229527,41062.31111705729,14.080598299806962,41009.37876752371,14.346000366213906,40776.41781707846,10.44119225687209,40586.02030610055,77.26528292062345,40717.73146832964,12.53690162020557,40932.24,8.91133,0.0011555839125713717,0.0009815291859301696,0.0004586492797411931,0.0028540763661485742,0.0004043893028456032,0.00044761318112950546
2025-11-11 20:09:19.229527,41051.097867540586,21.83,40930.794610819205,13.595277848029525,40762.40726576377,205.7689621955876,40853.68995964516,21.83,40750.037059870796,79.12695267430803,40935.32,11.5234,0.0011120801865813238,0.0009819316902828265,0.0004623593763144801,0.0032366165207970434,0.00045770978674894875,0.00041797024353123737
2025-11-11 20:10:19.229527,41019.29805852342,16.220355741173424,40994.954291377115,63.36862364498176,40753.27158277675,13.877189542734254,41030.124260772725,21.83,40781.15431058015,958.09338,40942.69,6.53742,0.0011038661004475318,0.0010278817881914076,0.00040635804631953014,0.0033753758813117973,0.0004981821744481614,0.00041213057951976543
2025-11-11 20:11:19.229527,40991.560115579385,451.5070183826419,40950.15812642189,3.3226492576018343,40794.24632011028,13.974728345863296,41101.701693057716,3.200640560342841,40802.0925393196,38.258423579884756,40924.02,6.07871,0.0009525881860727854,0.001060531892785159,0.000472478822220958,0.0033788510495193105,0.0005156282273034279,0.00041420132082151784
2025-11-11 20:12:19.229527,40894.55949722437,98.32859888158448,40883.631777594506,24.531525607786836,40842.27143068696,78.94876317226047,40952.84183683939,809.06497,40788.77006056908,14.241370793145176,40962.99,5.60093,0.0010314107374254412,0.0010983316039285497,0.0005391724536622762,0.0034758453602825147,0.0005185566121326542,0.0004475640736202006
2025-11-11 20:13:19.229527,40880.07285614518,90.18651170773478,40944.13459064011,39.84973687036182,40846.23887997645,62.883123332511836,40998.98152911769,634.24,40790.92696618604,28.05727559646495,40986.99,20.5001,0.0010287574779357265,0.001132875697698473,0.000533381013561813,0.0034560607637897046,0.0005178291230295081,0.00046131392067361876
2025-11-11 20:14:19.229527,40866.12912588784,3.7850076959864767,40877.82334618245,15.005972326457762,40921.38304697526,36.60544798318874,40788.08438707253,112.2021387019872,40792.95756703057,1.976984168737185,41003.61,12.21266,0.000909761488939464,0.0011470627429421706,0.0006681863085817285,0.00363925466212854,0.0005108636621269827,0.00046669075940246573
2025-11-11 20:15:19.229527,40951.712211375765,3.7693301329882622,40758.091408879285,32.63644358239001,40912.852743843265,19.835229113249095,40788.030739518385,89.73507063560687,40753.951169909364,3.3614574820558354,40986.23,21.6198,0.0009558458027314723,0.0012986356848993217,0.0006630255961377725,0.0036333009484983535,0.000517612251819347,0.0004784089613658899
2025-11-11 20:16:19.229527,40859.605851363005,27.073689515638705,40659.703605975716,182.71,40897.188958268256,16.919034592725314,40687.837305006666,21.83,40743.4632910824,12.575476256876403,40967.74,18.69127,0.001003790527398801,0.0013819409772332846,0.0006698824381820359,0.003666493006319232,0.0005182828225536652,0.0004781047752152184
2025-11-11 20:17:19.229527,40823.84162177334,55.94658500918414,40688.71996645743,43.116148636567246,40914.95846385892,45.22007697328161,40684.41148750668,2.1803056307911586,40780.418297894495,21.83,40954.22,23.6472,0.0009746698997974619,0.0013713209785353917,0.000655636457945529,0.0036618286127393022,0.000559813002079696,0.0004092617915109798
2025-11-11 20:18:19.229527,40792.90152926849,21.83,40754.78500153913,64.93664710434845,40961.263188870726,14.496917971903933,40512.152310434096,63.37860659469166,40761.2430096166,14.982548532608055,40971.09,6.94902,0.0009517191467322598,0.0014323219647268627,0.0006925001479455498,0.0037598856051009816,0.0005595944725288305,0.0004170497559717561
2025-11-11 20:19:19.229527,40760.628548229084,38.368088906347396,40804.29761895903,21.83,40963.09160703335,65.59488390012943,40455.81954857452,3.871565530066791,40748.71783023298,51.896928619972094,40986.12,12.2564,0.0009517484372451378,0.0014658154323934094,0.0006765154163596113,0.003748516647890007,0.0005629384327214361,0.00042198319854930776
2025-11-11 20:20:19.229527,40697.91912979452,3.0111050262919754,40825.42749601164,34.65988959513448,40986.42200606415,15.917495198690427,40252.783868483144,69.49064550592306,40770.274997452136,233.58388857234868,40980.69,10.64953,0.0009520353019471007,0.0014516071008670672,0.0006720188145152788,0.003861078591331335,0.0005700746488210631,0.0003983457176544495
2025-11-11 20:21:19.229527,40742.028391069376,74.42312452261672,40865.84148024717,61.75508069745663,40995.30535988472,108.56516652024912,40300.84972374928,58.482702746908366,40764.66594389172,2.4720795860953464,40980.72,7.29388,0.0010203542591501248,0.0014510067555311504,0.0006693610358307523,0.0038847540357709654,0.0005467734589225949,0.0003983423076614998
2025-11-11 20:22:19.229527,40775.988761030996,55.71559141135767,40885.713870723484,102.52525365821579,41013.77191929056,44.026904385740416,40282.85707578159,21.83,40752.360620040876,23.686851976885514,40998.0,6.09908,0.0010569909893929294,0.001451718717099202,0.0006708024295208437,0.0038257463364844177,0.0005208520054612827,0.00038171662322983714
2025-11-11 20:23:19.229527,40748.59276822146,55.53325919620706,40831.406259443276,16.838976279997784,40992.83449286679,111.87226269278106,40110.96182772678,326.79850748693866,40734.37324613079,17.087294900784094,41006.0,23.94956,0.0010540649219156636,0.001455719628186786,0.0006858238022848333,0.0038906362700557745,0.0005235175260257874,0.00038031303084282565
2025-11-11 20:24:19.229527,40812.948922284806,18.55944858121249,40753.88633469295,21.83,41026.20852813204,2.5428546277457262,39933.88814854884,37.47788994760032,40766.025828076745,58.563763235920135,41009.99,14.43892,0.0011118537810928238,0.0014778808512849772,0.0006945970664798011,0.003925751945896222,0.0005518605262591542,0.0003803117792032397
2025-11-11 20:25:19.229527,40784.63804919546,73.94872860688216,40754.670852222785,21.320880523527318,41021.38298368099,3.6775963853525666,39906.52453730572,21.83,40755.59550613016,17.051405390724987,41019.66,23.51728,0.0011086404285302798,0.0014021825190001361,0.0006969428030995532,0.0037345547204586417,0.0005530550549069929,0.00037637811073036863
2025-11-11 20:26:19.229527,40811.374807385575,17.108524209316066,40754.84138337006,313.3696077110181,41017.01831503015,3.824110361848554,40062.017805120544,21.83,40769.39989682241,33.478991522541776,41021.26,12.25189,0.001108231308030576,0.0014053781715816869,0.0006976897933251828,0.0038150835179409847,0.0005582098315231921,0.0003551999195460315
2025-11-11 20:27:19.229527,40828.972790971304,19.758722081435046,40762.07113201723,13.567118554092458,40984.203568543984,57.75628161819636,39904.65261753105,20.95964765672403,40752.38723312084,68.30338493448747,41015.7,33.03695,0.0011195848114546269,0.0014017669683951963,0.0007187862807417637,0.003350462676600667,0.0005107313479532146,0.00035982379428505423
2025-11-11 20:28:19.229527,40792.445591185744,20.475640579362203,40811.939342085876,16.67892022867354,41049.13126881218,15.066397341248704,39763.98602123305,370.1480550148725,40731.987626754366,21.060397013698488,40993.33,6.70312,0.0011248692296154973,0.0014329927014935246,0.0007091264238838054,0.00331106695825527,0.0005240733954223934,0.0003847465553328743
2025-11-11 20:29:19.229527,40809.554024764824,195.11960217884624,40808.92252222494,53.71950113508972,41117.685575569,30.727507574120835,39642.598014878495,66.18491258641576,40726.616495158574,9.98161932558005,41057.71,16.64174,0.0011366716425450839,0.001380502414108776,0.0007476533387816537,0.002837746021114757,0.0004935109216646937,0.000504138857479429
2025-11-11 20:30:19.229527,40874.8018097101,40.32758652684244,40810.33801040493,15.041343286484947,41114.7370535287,3.610199544561962,39486.59756921039,21.83,40713.31333853008,10.360732187098144,41026.01,25.73112,0.001202305524354705,0.001324569220387964,0.0007416591899711599,0.002547481939808853,0.0004622261512664979,0.0005425062548362721
2025-11-11 20:31:19.229527,40897.41357665159,60.864594026148914,40812.34288683241,261.69698922313677,41088.65743495203,2.300615492001991,39626.684143234714,59.84749828657851,40693.52562570352,204.80565019808137,41038.04,15.51455,0.0012065930600047368,0.0013104794027233794,0.0007650887278799884,0.002702141226264661,0.0004488640466472084,0.0005283835533342173
2025-11-11 20:32:19.229527,40923.19390077374,21.83,40885.19854185562,14.678421202486668,41082.96756232259,15.910369846325805,39285.36437195084,21.83,40677.48024529172,2.4820100327456514,41039.81,32.37613,0.0010986670489173441,0.0013314051255313335,0.0007483746427517127,0.0030666328481586632,0.000450564533196387,0.0004945327900731074
2025-11-11 20:33:19.229527,40915.14260765742,16.587491802692295,40851.100334918025,15.323309110918544,41096.04185952242,20.639927237514605,39163.75521356364,18.816822393694952,40659.14667512541,1.9400839622323254,41032.87,21.54192,0.001096410026837963,0.0012981420960648592,0.0007470196382555585,0.002983011794865945,0.00045333753773876156,0.0004842375695559934
2025-11-11 20:34:19.229527,40896.569526553474,21.83,40856.04407115741,44.49055031484897,41106.81630246659,21.83,39059.179089594276,21.83,40656.67988926502,37.67497422529228,41028.69,21.62144,0.001098660955749863,0.001251707409659496,0.0006590867214523526,0.002911906240680569,0.0004513951221167633,0.0004785198893708389
2025-11-11 20:35:19.229527,40833.935594484545,62.646294198811184,40837.02231416564,1.9190458391718255,41126.29843838881,19.5292113331177,38686.57680024612,2.92694974205514,40652.02897758728,9.756745685802446,41051.09,14.70766,0.0010422715766095591,0.001067122106701008,0.0006533449958031756,0.003281447640429494,0.0004134859996994626,0.0004791386415993946
2025-11-11 20:36:19.229527,40818.346616704344,55.305359880777594,40791.35721862498,15.029839791293991,41123.513371350746,643.00224,38401.13638922694,105.65756057872089,40637.41748298636,253.3896740525584,41059.95,17.94969,0.0009264466486680893,0.0009447282258190974,0.000641332866125155,0.003440682670186085,0.0004157110421912421,0.0004640431473580989
2025-11-11 20:37:19.229527,40855.01664496464,19.930278495213262,40809.09208899936,18.397823324309215,41119.385242265096,15.139232845459555,38569.047111793276,2.1822957639939147,40614.105392022044,39.75413724139269,41050.02,9.61603,0.0009281028941758019,0.000938521928468209,0.0006453048769768299,0.0037451936519893505,0.00035130093136463757,0.0004602204584347129
2025-11-11 20:38:19.229527,40865.641704186026,17.04095430360144,40842.12267778305,13.074802317953774,41122.081877195305,79.68836352562614,38615.506792961576,21.83,40596.20727833491,9.00865683564626,41022.01,11.30772,0.0009107885648465988,0.0008901179611303932,0.0006134973806069251,0.0038182176261893053,0.00035024019065986364,0.0004862184832646582
2025-11-11 20:39:19.229527,40851.38403694179,18.998052835856672,40802.79092286324,3.81977303395101,41136.11192664871,36.60222621875781,38462.65983186647,21.83,40592.12954370199,14.461352732431148,41051.1,29.38782,0.000894356110530296,0.0008811752147762143,0.0006132447200605428,0.003825526221916598,0.0003500567665807107,0.0005023848779723434
2025-11-11 20:40:19.229527,40887.2998769856,14.52435478100001,40824.10751171011,13.508850713367245,41113.83357658867,9.53518745638666,38438.02861123387,21.83,40565.20664225315,72.12967394735834,41045.18,15.99296,0.0008236759560274533,0.000881311166826005,0.0006283805081041429,0.003801369864985357,0.0003225759250348149,0.000502638425945728
2025-11-11 20:41:19.229527,40920.91716137181,19.896123283030953,40830.45046309502,40.256378184755654,41102.93447939969,46.95124601448528,38234.10104864372,47.93580365209487,40531.6299690751,36.91148508230602,41053.64,28.0727,0.0008120598022772973,0.0008526977088589689,0.0006347644038670909,0.00376639760248569,0.0003446628844807237,0.0005030398247992362
2025-11-11 20:42:19.229527,40934.306209218346,56.18209330701235,40825.21156234306,90.56370535727578,41091.405942135214,64.52708322589127,38452.20362597054,50.625784368567,40506.82999321149,12.988581139087206,41035.28,15.70064,0.0008003289865817957,0.0008440929326037291,0.0006363690906898779,0.004161043052021277,0.0003519016351368398,0.0005099056288249154
2025-11-11 20:43:19.229527,40936.32598499478,262.91561480945904,40839.26236299251,304.63824261858304,41133.19750793452,67.3407820035928,38523.22015243268,21.83,40517.05906794026,2.4389959268931456,41051.59,18.88064,0.0007763913924911673,0.0007971637341904733,0.0006506336250329469,0.00423084328403281,0.00037019219519578074,0.0005147567375487751
2025-11-11 20:44:19.229527,40945.319943700546,46.54785912815435,40864.67814083177,53.19383269641951,41138.66535464954,10.255587415938676,38458.996415683985,115.42597850540908,40534.43818431045,109.27847068819516,41046.92,15.18638,0.0007122382310392081,0.0006752218374864125,0.0006336964779003084,0.0041949989889174975,0.000326286803039933,0.0005159549937950297
2025-11-11 20:45:19.229527,40960.038133540154,11.676307817139486,40843.383986269546,86.3517403561317,41161.3709699333,11.999460430844964,38797.47715320025,3.211321704105698,40543.492598440316,2.200970821424107,41049.94,9.54988,0.0006854475600928336,0.0006899971797793815,0.0006370400769802069,0.004792522411942869,0.0003446166012817925,0.000514164429516954
2025-11-11 20:46:19.229527,40973.82027823475,33.55429090507207,40827.459922094466,70.87901616662519,41154.89369405933,20.948621740913975,38882.65409700333,3.394794424764942,40568.547294544136,52.92303980861425,41052.88,18.48284,0.0006786842975400522,0.0006982802353732232,0.0006382429136094709,0.004712366705312283,0.00037309018124647477,0.0005142202446566792
2025-11-11 20:47:19.229527,40974.23668154855,11.540384245735021,40801.172009911716,2.560793393398236,41145.48045320264,3.931496737744279,38648.28650259705,34.15993859704077,40594.795404584016,12.495714669606057,41052.88,4.67434,0.0006776745651985342,0.0007158138584869872,0.0006062466975524182,0.004788851216055268,0.00041815141059664497,0.0005127725009480066
2025-11-11 20:48:19.229527,40980.412544616695,14.056750394196534,40792.39560223216,3.365518734790676,41152.74075976988,270.4863496354768,38526.1563985805,26.194191529040367,40562.61595377397,85.00063393380145,41053.48,5.66152,0.0006316799240671205,0.0006645934253572827,0.0005162146030993865,0.004782124639355396,0.00043345420735312783,0.0004947149538083199
2025-11-11 20:49:19.229527,40978.06964809896,42.397167196050546,40812.32061500772,136.38998239571026,41146.06268762749,40.71275434248849,38504.37595768687,21.83,40598.42267845652,13.165415316909273,41018.44,9.93628,0.0006330694428055932,0.0006737141378557197,0.00037850972679253394,0.0047744970311553465,0.0004944698608755228,0.00040144024883232386
2025-11-11 20:50:19.229527,40963.62051151531,12.951435384013779,40807.45712215898,18.90252293428667,41144.72617573339,95.50719597666729,38673.708815336184,52.43178502221654,40597.35564657162,302.0519228467793,41023.02,32.00728,0.0005568303895098771,0.000674199960485514,0.0003780556437836978,0.004901149017722655,0.0004936681663367497,0.0003663670279285165
2025-11-11 20:51:19.229527,40971.15599000687,21.83,40789.986584739345,38.1512237051813,41134.05363730839,12.443412632381165,38611.56285076107,56.33525536937318,40559.02665197787,41.99961732119843,41016.0,6.22801,0.0005478359291670512,0.0006803345624136314,0.0003527626516969855,0.004787651200601149,0.0005190752961423701,0.0003615012063176589
2025-11-11 20:52:19.229527,40968.874538760356,61.92807850263212,40819.75293546212,11.507820640632874,41134.28605478535,65.08088502774027,38462.397123515475,58.71799227247337,40572.117379821684,15.408149194563542,41009.28,20.65739,0.0005342522848190885,0.0005698639322872437,0.000350194806840584,0.004526821001937633,0.0005267389967627968,0.0003623112229532689
2025-11-11 20:53:19.229527,40989.43276403785,44.170859887053886,40823.407795255735,2.0407459852098557,41134.910914837834,10.593079810296022,38682.263169388825,48.60657394251453,40632.98594759605,63.47966059969848,41014.94,25.76769,0.0005394053635693662,0.0005436960210279298,0.0003453222020739951,0.004730118361996748,0.0006288427555756513,0.00036290310652195736
2025-11-11 20:54:19.229527,40989.54952076566,44.08252625859379,40815.531762505525,62.80197591432642,41142.305634669516,9.902851533583751,38603.89014039074,66.79775555028192,40570.89111090723,3.148436967072986,40995.68,24.0274,0.0005253424397213338,0.0005435289225544591,0.000343219298408939,0.004718169025017027,0.0007085808196735732,0.00037559072398160446
2025-11-11 20:55:19.229527,40996.472150279464,51.55526821843131,40797.109357979185,47.46941634942854,41143.7272684456,51.86584086727486,38497.514008771184,52.276403181689936,40557.673223354526,18.372395789393092,41000.02,21.01162,0.00036523100971314716,0.0005429928795108263,0.00032870439817471426,0.004281551728525174,0.0007102086417221597,0.0003528155466477055
2025-11-11 20:56:19.229527,41008.504511625266,9.734477224008419,40776.04193196904,2.217832466706618,41153.500471756735,8.96969539149632,38576.681245879954,99.71388421715932,40501.545666947604,47.241717837350905,40999.99,13.84404,0.00034037671125843353,0.0004976219612565589,0.000331297852067866,0.003975992954929942,0.0007611068541861607,0.00034739783481421455
2025-11-11 20:57:19.229527,41001.59237264176,7.5861448023761255,40775.56165121789,12.807235846101204,41161.30781180798,188.63118842876258,38529.667569974205,21.83,40515.6332194499,45.84943892735003,40999.93,16.68751,0.0003144858205741152,0.0004866732200160745,0.00033133963222252904,0.0038704618288720044,0.0007630047417277871,0.0003455031433958807
2025-11-11 20:58:19.229527,40998.71974297878,42.76726583193885,40778.85737194295,34.47161046128191,41149.14271787753,294.89318879467027,38399.64117735721,66.82727771732061,40569.008696982564,21.63158442492002,40999.64,2.26201,0.00031844050936712885,0.0004473580691373468,0.00033978476351302086,0.003924718764079487,0.0008202039411264178,0.00031474243722550717
2025-11-11 20:59:19.229527,40995.885602118105,11.61186665698028,40765.200316676615,33.145208612519134,41167.13790390731,70.97140882856516,38681.58821567971,19.411024391725814,40597.41473474424,84.76736562602913,41034.64,3.01617,0.0003013476415028758,0.00040399051013982205,0.00034475263948886305,0.004158230851502842,0.0008353482660984459,0.00033269383848054076
2025-11-11 21:00:19.229527,41002.06794420403,10.020571478857722,40782.70310833419,11.417110638497087,41170.83490338814,6.205170690119864,38733.08491444695,21.83,40550.398871653255,17.812740905797607,41011.11,13.66846,0.0002546784440819079,0.0003979093368201318,0.0003181299575977297,0.0041585114503543685,0.0008617676382825974,0.0003532325076749947
